timestamp,open,high,low,close,volume,turnover
2025-08-04 11:00:00,162.28,162.49,161.93,162.05,54514.4,8839564.715
2025-08-04 11:15:00,162.05,162.12,161.52,162.09,72611.3,11748186.278
2025-08-04 11:30:00,162.09,162.2,161.8,162.06,62666.8,10152030.473
2025-08-04 11:45:00,162.06,162.37,161.81,162.28,67872.2,11004765.005
2025-08-04 12:00:00,162.28,162.75,162.04,162.69,59889.7,9726382.798
2025-08-04 12:15:00,162.69,163.0,162.48,162.85,68760.7,11191435.965
2025-08-04 12:30:00,162.85,163.28,162.71,163.04,54659.5,8915872.912
2025-08-04 12:45:00,163.04,163.62,162.88,163.61,93229.4,15218836.008
2025-08-04 13:00:00,163.61,163.96,163.2,163.64,118336.2,19357578.323
2025-08-04 13:15:00,163.64,163.97,163.12,163.36,108593.1,17744420.234
2025-08-04 13:30:00,163.36,165.09,163.3,165.01,295124.6,48543117.664
2025-08-04 13:45:00,165.01,165.84,164.25,165.37,365975.1,60414100.808
2025-08-04 14:00:00,165.37,166.83,165.33,166.26,402421.1,66915255.037
2025-08-04 14:15:00,166.26,166.73,165.88,166.67,173789.3,28904876.579
2025-08-04 14:30:00,166.67,166.81,165.47,165.52,194060.0,32236359.321
2025-08-04 14:45:00,165.52,166.07,164.36,164.93,263187.1,43458187.035
2025-08-04 15:00:00,164.93,165.57,164.52,165.51,110694.3,18277842.119
2025-08-04 15:15:00,165.51,165.87,165.07,165.63,52761.0,8732278.119
2025-08-04 15:30:00,165.63,165.93,164.82,165.0,103504.6,17112300.752
2025-08-04 15:45:00,165.0,165.57,164.42,165.38,107704.5,17777793.015
2025-08-04 16:00:00,165.38,166.38,165.34,166.19,140511.9,23307723.459
2025-08-04 16:15:00,166.19,167.8,166.03,166.9,368313.9,61501386.462
2025-08-04 16:30:00,166.9,167.95,166.9,167.51,124641.0,20868906.945
2025-08-04 16:45:00,167.51,168.09,167.24,167.92,132617.7,22237193.624
2025-08-04 17:00:00,167.92,169.74,167.58,169.48,462314.7,78126753.288
2025-08-04 17:15:00,169.48,169.72,168.8,168.96,170542.5,28856773.404
2025-08-04 17:30:00,168.96,168.99,167.8,168.04,216479.3,36429680.023
2025-08-04 17:45:00,168.04,168.26,167.51,167.72,196482.8,32975555.977
2025-08-04 18:00:00,167.72,168.04,167.02,167.04,168921.2,28282748.362
2025-08-04 18:15:00,167.04,167.71,166.97,167.3,87023.1,14559474.999
2025-08-04 18:30:00,167.3,167.3,166.57,166.66,112919.8,18838387.206
2025-08-04 18:45:00,166.66,166.97,166.31,166.53,63829.2,10632135.574
2025-08-04 19:00:00,166.53,166.53,165.99,166.19,92940.3,15452469.569
2025-08-04 19:15:00,166.19,166.44,165.64,165.69,83527.7,13862998.712
2025-08-04 19:30:00,165.69,165.78,164.86,165.23,158876.4,26245364.382
2025-08-04 19:45:00,165.23,165.7,165.2,165.51,134325.4,22230568.314
2025-08-04 20:00:00,165.51,166.0,165.18,165.62,121792.4,20167505.464
2025-08-04 20:15:00,165.62,166.23,165.56,166.23,72411.8,12014662.473
2025-08-04 20:30:00,166.23,168.37,166.22,167.76,456350.2,76452145.99
2025-08-04 20:45:00,167.76,167.78,166.68,167.18,211044.2,35273193.676
2025-08-04 21:00:00,167.18,167.87,167.16,167.52,59604.4,9984586.575
2025-08-04 21:15:00,167.52,168.2,167.36,167.99,73478.2,12326848.921
2025-08-04 21:30:00,167.99,168.69,167.69,168.59,93939.2,15807625.722
2025-08-04 21:45:00,168.59,168.72,168.16,168.46,79871.8,13452310.353
2025-08-04 22:00:00,168.46,168.97,168.23,168.83,90810.1,15307624.788
2025-08-04 22:15:00,168.83,169.17,168.45,168.57,128139.5,21641959.653
2025-08-04 22:30:00,168.57,169.05,168.18,168.56,57999.1,9775052.169
2025-08-04 22:45:00,168.56,169.5,168.52,169.4,67702.6,11444690.11
2025-08-04 23:00:00,169.4,169.69,168.9,169.67,271105.3,45935970.751
2025-08-04 23:15:00,169.67,169.69,169.2,169.29,63591.6,10771766.927
2025-08-04 23:30:00,169.29,169.78,168.91,169.36,78805.2,13353166.341
2025-08-04 23:45:00,169.36,169.6,168.9,169.51,58876.0,9959988.505
2025-08-05 00:00:00,169.51,169.61,168.67,169.04,117478.9,19849843.199
2025-08-05 00:15:00,169.04,169.11,168.54,168.8,87452.5,14762976.288
2025-08-05 00:30:00,168.8,169.74,168.8,169.44,74391.1,12592167.091
2025-08-05 00:45:00,169.44,169.64,168.86,169.24,44266.0,7491107.941
2025-08-05 01:00:00,169.24,169.93,168.91,169.19,78644.5,13331101.495
2025-08-05 01:15:00,169.19,169.46,168.64,169.39,61890.1,10461825.377
2025-08-05 01:30:00,169.39,169.39,168.79,169.04,35765.3,6044765.084
2025-08-05 01:45:00,169.04,169.18,168.11,168.2,129422.4,21803651.491
2025-08-05 02:00:00,168.2,168.73,167.94,167.97,51250.6,8627825.953
2025-08-05 02:15:00,167.97,168.36,167.9,168.2,67050.4,11274890.118
2025-08-05 02:30:00,168.2,168.79,168.15,168.68,37170.4,6264273.967
2025-08-05 02:45:00,168.68,169.4,168.54,169.36,46099.3,7795845.2
2025-08-05 03:00:00,169.36,169.37,168.02,168.17,60668.5,10221744.403
2025-08-05 03:15:00,168.17,168.17,167.51,168.04,78684.8,13205606.238
2025-08-05 03:30:00,168.04,168.56,167.8,168.02,52277.7,8788360.796
2025-08-05 03:45:00,168.02,168.28,167.79,167.84,46034.3,7733701.068
2025-08-05 04:00:00,167.84,168.42,167.52,168.29,63961.5,10744981.648
2025-08-05 04:15:00,168.29,168.29,167.41,167.74,53658.5,8997640.507
2025-08-05 04:30:00,167.74,167.76,167.23,167.37,73015.0,12223795.137
2025-08-05 04:45:00,167.37,167.54,167.13,167.39,32334.0,5411445.162
2025-08-05 05:00:00,167.39,167.92,167.33,167.49,45035.1,7551481.058
2025-08-05 05:15:00,167.49,167.8,167.34,167.74,22712.8,3806234.302
2025-08-05 05:30:00,167.74,168.17,167.64,167.89,48663.5,8170295.367
2025-08-05 05:45:00,167.89,168.5,167.89,168.31,55956.9,9416889.91
2025-08-05 06:00:00,168.31,168.95,168.07,168.8,82958.0,13990109.234
2025-08-05 06:15:00,168.8,169.19,168.66,168.83,49689.2,8395589.89
2025-08-05 06:30:00,168.83,168.88,168.4,168.45,44339.9,7473819.089
2025-08-05 06:45:00,168.45,168.46,167.2,167.62,90328.6,15147472.433
2025-08-05 07:00:00,167.62,167.99,167.37,167.81,57108.8,9575862.835
2025-08-05 07:15:00,167.81,168.43,167.34,167.44,50175.0,8426654.366
2025-08-05 07:30:00,167.44,167.46,165.66,166.13,329553.3,54809420.631
2025-08-05 07:45:00,166.13,166.7,165.94,166.12,193211.5,32155472.025
2025-08-05 08:00:00,166.12,166.32,165.52,165.87,134040.0,22234366.301
2025-08-05 08:15:00,165.87,167.16,165.87,166.83,96192.6,16034343.036
2025-08-05 08:30:00,166.83,167.17,166.25,166.56,92982.4,15505885.574
2025-08-05 08:45:00,166.56,166.8,166.18,166.74,26606.4,4429952.783
2025-08-05 09:00:00,166.74,167.43,166.67,167.41,41292.6,6898783.027
2025-08-05 09:15:00,167.41,167.73,167.08,167.69,44563.9,7461881.315
2025-08-05 09:30:00,167.69,169.0,167.51,168.81,159614.9,26888630.691
2025-08-05 09:45:00,168.81,169.36,168.68,168.82,145560.9,24610314.369
2025-08-05 10:00:00,168.82,169.44,168.37,169.16,142940.6,24136048.1
2025-08-05 10:15:00,169.16,170.75,168.93,170.65,220606.2,37467468.377
2025-08-05 10:30:00,170.65,171.72,170.34,170.75,355538.3,60815781.989
2025-08-05 10:45:00,170.75,170.99,170.42,170.97,85609.0,14612181.81
2025-08-05 11:00:00,170.97,171.27,170.55,170.83,90355.6,15430516.489
2025-08-05 11:15:00,170.83,171.41,170.51,171.1,105531.5,18046107.386
2025-08-05 11:30:00,171.1,171.59,170.46,171.59,85921.3,14699503.892
2025-08-05 11:45:00,171.59,171.59,170.66,170.83,108436.0,18547445.065
2025-08-05 12:00:00,170.83,171.0,170.37,170.93,91446.9,15605271.469
2025-08-05 12:15:00,170.93,170.97,167.97,168.79,518262.2,87705301.882
2025-08-05 12:30:00,168.79,168.86,166.62,167.48,334891.4,56181017.402
2025-08-05 12:45:00,167.48,168.06,166.9,167.13,213247.8,35713508.899
2025-08-05 13:00:00,167.13,167.44,166.69,166.96,133029.5,22222558.861
2025-08-05 13:15:00,166.96,167.71,166.81,167.21,130579.9,21842163.008
2025-08-05 13:30:00,167.21,168.04,166.44,167.17,221627.7,37081364.462
2025-08-05 13:45:00,167.17,168.03,167.13,167.66,123725.8,20731795.268
2025-08-05 14:00:00,167.66,167.69,165.23,165.67,360119.1,59841985.163
2025-08-05 14:15:00,165.67,165.68,163.76,164.48,578900.5,95219846.382
2025-08-05 14:30:00,164.48,164.9,163.61,164.05,322446.3,52954796.517
2025-08-05 14:45:00,164.05,164.66,163.38,164.19,366805.8,60132055.881
2025-08-05 15:00:00,164.19,165.2,163.7,164.79,279511.3,46000717.731
2025-08-05 15:15:00,164.79,164.83,163.59,163.99,233906.5,38430079.303
2025-08-05 15:30:00,163.99,164.19,162.78,163.57,212555.6,34729248.273
2025-08-05 15:45:00,163.57,163.84,162.96,163.67,117174.7,19151115.561
2025-08-05 16:00:00,163.67,164.3,163.48,164.02,143006.0,23448732.076
2025-08-05 16:15:00,164.02,164.58,163.71,164.24,82456.3,13543891.802
2025-08-05 16:30:00,164.24,164.65,162.65,163.42,178618.7,29187037.805
2025-08-05 16:45:00,163.42,163.89,162.84,163.75,62158.5,10156824.915
2025-08-05 17:00:00,163.75,163.89,163.26,163.67,53818.8,8808247.361
2025-08-05 17:15:00,163.67,164.43,163.58,164.27,96810.0,15889094.408
2025-08-05 17:30:00,164.27,164.67,164.02,164.05,132401.1,21756422.667
2025-08-05 17:45:00,164.05,164.86,163.69,164.71,106887.9,17557049.893
2025-08-05 18:00:00,164.71,164.86,163.98,163.98,69233.9,11390554.399
2025-08-05 18:15:00,163.98,164.35,163.54,163.99,67357.5,11043139.151
2025-08-05 18:30:00,163.99,164.11,163.33,163.5,57145.5,9353539.02
2025-08-05 18:45:00,163.5,163.95,162.91,163.93,74704.1,12203465.801
2025-08-05 19:00:00,163.93,164.46,163.77,163.79,57413.8,9424314.777
2025-08-05 19:15:00,163.79,163.95,163.24,163.53,57716.3,9443190.121
2025-08-05 19:30:00,163.53,163.77,163.0,163.09,56103.6,9166774.315
2025-08-05 19:45:00,163.09,163.11,162.14,162.64,194754.7,31668891.546
2025-08-05 20:00:00,162.64,163.28,162.61,163.16,51719.8,8429218.688
2025-08-05 20:15:00,163.16,163.62,162.97,163.61,48268.0,7882462.551
2025-08-05 20:30:00,163.61,163.62,162.43,162.67,46116.7,7514185.961
2025-08-05 20:45:00,162.67,162.71,162.24,162.52,52020.0,8449864.479
2025-08-05 21:00:00,162.52,163.28,162.38,162.56,41065.4,6689091.693
2025-08-05 21:15:00,162.56,163.27,162.56,163.24,32983.3,5374241.926
2025-08-05 21:30:00,163.24,163.36,162.78,162.83,21545.8,3514269.738
2025-08-05 21:45:00,162.83,162.92,161.49,162.26,169096.6,27397808.338
2025-08-05 22:00:00,162.26,162.84,161.15,162.74,195236.5,31581862.38
2025-08-05 22:15:00,162.74,163.27,162.64,163.15,83362.5,13586679.985
2025-08-05 22:30:00,163.15,163.51,163.05,163.46,43572.0,7116217.142
2025-08-05 22:45:00,163.46,163.79,163.33,163.78,70550.0,11540126.551
2025-08-05 23:00:00,163.78,164.24,163.54,164.16,128618.4,21079951.431
2025-08-05 23:15:00,164.16,164.38,163.87,164.03,68448.5,11233834.388
2025-08-05 23:30:00,164.03,164.5,163.81,164.27,47055.6,7726285.921
2025-08-05 23:45:00,164.27,164.45,163.83,163.98,44982.9,7384355.684
2025-08-06 00:00:00,163.98,164.07,163.44,163.74,51408.2,8416049.493
2025-08-06 00:15:00,163.74,163.97,163.56,163.74,35670.7,5842219.754
2025-08-06 00:30:00,163.74,163.88,163.33,163.54,48056.7,7860408.639
2025-08-06 00:45:00,163.54,163.55,162.45,162.65,99986.3,16278846.349
2025-08-06 01:00:00,162.65,163.02,162.05,162.72,68522.1,11140459.697
2025-08-06 01:15:00,162.72,162.89,161.64,161.78,60706.8,9841757.031
2025-08-06 01:30:00,161.78,162.72,161.6,162.44,67974.5,11019673.867
2025-08-06 01:45:00,162.44,162.82,162.0,162.76,58815.2,9559558.784
2025-08-06 02:00:00,162.76,162.76,161.78,162.42,32754.3,5315809.968
2025-08-06 02:15:00,162.42,163.08,162.3,162.87,56587.0,9214158.255
2025-08-06 02:30:00,162.87,163.23,162.4,162.96,47505.7,7739127.374
2025-08-06 02:45:00,162.96,163.03,162.41,162.59,29436.6,4790555.855
2025-08-06 03:00:00,162.59,162.72,162.06,162.17,32686.8,5306554.713
2025-08-06 03:15:00,162.17,162.17,161.02,161.5,163039.0,26328936.121
2025-08-06 03:30:00,161.5,162.11,161.5,162.08,36805.7,5956350.365
2025-08-06 03:45:00,162.08,162.28,161.77,161.77,33362.8,5404038.043
2025-08-06 04:00:00,161.77,161.89,161.14,161.34,61517.1,9930765.671
2025-08-06 04:15:00,161.34,162.29,161.28,162.05,39314.0,6361859.272
2025-08-06 04:30:00,162.05,162.28,161.74,162.19,35360.1,5731753.887
2025-08-06 04:45:00,162.19,162.49,162.08,162.37,33368.1,5416578.76
2025-08-06 05:00:00,162.37,163.41,162.03,163.4,111079.4,18098624.11
2025-08-06 05:15:00,163.4,163.95,163.28,163.61,111649.0,18271078.487
2025-08-06 05:30:00,163.61,164.62,163.46,164.48,162232.3,26642149.569
2025-08-06 05:45:00,164.48,164.73,163.76,164.16,119701.2,19661689.542
2025-08-06 06:00:00,164.16,164.22,163.52,163.75,98647.8,16153148.047
2025-08-06 06:15:00,163.75,163.94,163.36,163.47,50370.6,8244210.799
2025-08-06 06:30:00,163.47,164.02,163.31,163.72,46189.2,7558130.672
2025-08-06 06:45:00,163.72,164.21,163.63,163.8,38927.3,6382758.499
2025-08-06 07:00:00,163.8,164.39,163.51,164.21,59080.3,9694578.504
2025-08-06 07:15:00,164.21,164.52,164.01,164.44,47336.0,7776204.93
2025-08-06 07:30:00,164.44,164.44,163.68,164.05,61062.8,10016187.421
2025-08-06 07:45:00,164.05,164.2,163.87,164.16,27250.8,4470924.501
2025-08-06 08:00:00,164.16,164.42,163.48,163.68,48204.7,7905545.327
2025-08-06 08:15:00,163.68,164.04,163.23,163.66,46516.1,7608701.695
2025-08-06 08:30:00,163.66,163.66,162.93,162.93,68782.2,11226041.682
2025-08-06 08:45:00,162.93,163.27,162.64,163.22,85592.6,13943884.479
2025-08-06 09:00:00,163.22,163.78,162.83,163.78,77587.6,12675807.635
2025-08-06 09:15:00,163.78,164.45,163.77,164.1,111221.7,18257535.089
2025-08-06 09:30:00,164.1,164.26,163.53,163.69,59659.7,9777427.211
2025-08-06 09:45:00,163.69,164.0,163.51,163.9,25090.4,4109164.557
2025-08-06 10:00:00,163.9,164.12,163.31,163.4,41734.3,6830829.151
2025-08-06 10:15:00,163.4,163.83,162.78,163.18,83176.1,13569907.377
2025-08-06 10:30:00,163.18,163.75,163.02,163.62,33776.0,5522114.179
2025-08-06 10:45:00,163.62,163.72,163.28,163.54,47381.7,7746283.718
2025-08-06 11:00:00,163.54,163.98,163.13,163.93,88289.2,14440086.034
2025-08-06 11:15:00,163.93,164.36,163.92,164.33,50359.7,8268674.108
2025-08-06 11:30:00,164.33,164.56,163.95,164.22,56087.5,9210876.597
2025-08-06 11:45:00,164.22,164.22,163.77,164.1,55380.1,9083327.081
2025-08-06 12:00:00,164.1,164.63,162.89,163.03,148733.7,24365959.175
2025-08-06 12:15:00,163.03,163.87,162.5,163.27,192002.1,31313653.524
2025-08-06 12:30:00,163.27,164.21,163.22,163.56,59332.3,9722543.483
2025-08-06 12:45:00,163.56,163.85,163.04,163.17,65130.3,10640950.884
2025-08-06 13:00:00,163.17,164.07,163.08,164.07,80005.1,13084181.496
2025-08-06 13:15:00,164.07,164.39,163.78,164.11,85957.6,14102227.065
2025-08-06 13:30:00,164.11,164.72,163.0,164.14,312697.1,51228806.901
2025-08-06 13:45:00,164.14,164.79,163.43,164.18,289780.1,47596971.685
2025-08-06 14:00:00,164.18,166.27,164.18,165.04,422249.1,69899485.47
2025-08-06 14:15:00,165.04,165.46,163.86,164.72,274643.9,45201859.466
2025-08-06 14:30:00,164.72,166.77,164.47,166.54,263259.4,43628867.417
2025-08-06 14:45:00,166.54,167.94,166.03,167.81,255177.6,42625450.481
2025-08-06 15:00:00,167.81,168.3,167.15,167.44,304739.5,51106521.678
2025-08-06 15:15:00,167.44,168.54,167.36,167.86,173554.8,29156202.304
2025-08-06 15:30:00,167.86,168.57,167.67,168.14,108439.5,18231375.637
2025-08-06 15:45:00,168.14,169.48,167.64,168.98,248263.5,41885876.94
2025-08-06 16:00:00,168.98,169.44,168.16,168.35,272834.2,46075869.839
2025-08-06 16:15:00,168.35,168.56,167.54,167.82,130807.1,21976804.047
2025-08-06 16:30:00,167.82,168.03,167.23,167.32,99204.3,16634020.082
2025-08-06 16:45:00,167.32,167.85,167.24,167.67,51306.9,8597645.009
2025-08-06 17:00:00,167.67,167.87,167.09,167.38,72298.0,12106041.374
2025-08-06 17:15:00,167.38,168.18,167.35,168.18,53150.0,8918332.156
2025-08-06 17:30:00,168.18,168.58,167.9,168.49,74304.5,12498204.189
2025-08-06 17:45:00,168.49,169.07,168.41,169.07,93451.1,15768476.707
2025-08-06 18:00:00,169.07,169.88,169.03,169.7,162113.0,27496590.455
2025-08-06 18:15:00,169.7,169.86,168.45,168.59,170954.2,28878563.752
2025-08-06 18:30:00,168.59,168.93,168.32,168.48,60768.9,10245362.247
2025-08-06 18:45:00,168.48,168.78,168.32,168.44,56566.5,9533683.322
2025-08-06 19:00:00,168.44,168.77,168.29,168.52,71068.4,11979493.177
2025-08-06 19:15:00,168.52,169.13,168.07,168.54,300753.1,50706498.223
2025-08-06 19:30:00,168.54,168.58,168.03,168.12,76634.9,12893710.225
2025-08-06 19:45:00,168.12,168.77,167.87,168.73,148372.8,24981404.416
2025-08-06 20:00:00,168.73,168.77,168.22,168.34,60362.8,10168994.549
2025-08-06 20:15:00,168.34,168.57,168.29,168.31,40467.5,6816528.483
2025-08-06 20:30:00,168.31,168.51,167.65,167.9,84782.2,14243514.636
2025-08-06 20:45:00,167.9,168.0,167.7,167.9,79539.5,13352079.499
2025-08-06 21:00:00,167.9,168.43,167.86,168.43,72585.9,12207332.382
2025-08-06 21:15:00,168.43,168.52,168.07,168.08,38864.7,6540701.072
2025-08-06 21:30:00,168.08,168.18,167.17,167.61,83848.9,14049693.546
2025-08-06 21:45:00,167.61,168.02,167.58,167.93,34824.8,5844896.209
2025-08-06 22:00:00,167.93,168.44,167.74,168.2,69915.3,11756824.69
2025-08-06 22:15:00,168.2,168.36,168.0,168.26,39362.5,6621344.176
2025-08-06 22:30:00,168.26,168.3,168.03,168.11,25367.9,4267315.775
2025-08-06 22:45:00,168.11,168.3,168.03,168.29,29282.6,4926036.828
2025-08-06 23:00:00,168.29,168.3,167.89,168.11,57830.7,9722274.373
2025-08-06 23:15:00,168.11,168.16,167.81,167.94,29256.1,4912511.876
2025-08-06 23:30:00,167.94,168.18,167.93,168.15,10939.5,1838665.044
2025-08-06 23:45:00,168.15,168.23,167.95,168.01,13514.2,2272070.437
2025-08-07 00:00:00,168.01,168.09,167.42,167.83,37481.7,6283867.476
2025-08-07 00:15:00,167.83,167.92,167.48,167.89,25975.3,4356224.763
2025-08-07 00:30:00,167.89,168.3,167.88,167.97,51396.3,8641883.253
