symbol,model_name,total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_pnl_pct,avg_win,avg_loss,profit_factor,max_drawdown,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,total_signals,long_signals,short_signals,avg_trade_duration_hours,best_trade_pnl,worst_trade_pnl,consecutive_wins,consecutive_losses,largest_win,largest_loss,avg_confidence,avg_mfe,avg_mae,mfe_mae_ratio,var_95,cvar_95,recovery_factor,expectancy_usd,risk_reward_ratio,trade_frequency_per_day,profitable_days_pct,ulcer_index,kelly_criterion,avg_tp_distance_pct,avg_sl_distance_pct,avg_rr_ratio,signal_quality_score,signals_with_tp_sl_pct,signals_with_correct_sl_pct,avg_position_size_usd,wait_candles,skipped_wait,skipped_criteria,allowed,expired,min_pullback,breakout_buffer,vol_factor,min_trend_slope
BNBUSDT,optimization,231,124,107,53.67965367965368,69.99002777258158,69.99002777258158,1.4515814023392755,-1.0280940758643788,1.6362378934433581,8.814476633297971,8.124906319120072,3.297371425442619,0.0,8.614256586303817,2781,1107,1248,0.0,6.72486062159565,-2.6024964849242265,0,0,6.72486062159565,-2.6024964849242265,0.552851948051948,0.7772065413698893,0.3781352506572409,4.386917241552911,0.0,0.0,7.9403498000305595,0.3029871332146391,1.4119149564390263,0.0,0.0,0.0,0.0,1.3516017322929472,0.8182281287928609,1.6518641742211637,0.0,100.0,22.038216560509554,100.0,0,0,0,0,0,0.001,0.0005,1.1,0.0
BNBUSDT,optimization,193,107,86,55.44041450777202,59.20347188228422,59.20347188228422,1.4087891762706737,-1.0643833718450906,1.646771155917383,8.234967334428745,4.950804978232581,3.4050783054087246,0.0,11.958352660342449,2781,1107,1248,0.0,5.698195659216064,-3.2240048079937793,0,0,5.698195659216064,-3.2240048079937793,0.5566373056994819,0.8325192144580766,0.3744661557336097,5.104658349930041,0.0,0.0,7.1892782907306,0.30675374032271646,1.3235730785878037,0.0,0.0,0.0,0.0,1.38179925680926,0.8366414673980865,1.6516026406228552,0.0,100.0,22.038216560509554,100.0,3,145,175,9,73,0.0,0.0,1.5,0.0
