symbol,model_name,total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_pnl_pct,avg_win,avg_loss,profit_factor,max_drawdown,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,total_signals,long_signals,short_signals,avg_trade_duration_hours,best_trade_pnl,worst_trade_pnl,consecutive_wins,consecutive_losses,largest_win,largest_loss,avg_confidence,avg_mfe,avg_mae,mfe_mae_ratio,var_95,cvar_95,recovery_factor,expectancy_usd,risk_reward_ratio,trade_frequency_per_day,profitable_days_pct,ulcer_index,kelly_criterion,avg_tp_distance_pct,avg_sl_distance_pct,avg_rr_ratio,signal_quality_score,signals_with_tp_sl_pct,signals_with_correct_sl_pct,avg_position_size_usd,wait_candles,window_candles,skipped_wait,skipped_criteria,allowed,expired
BTCUSDT,rf_BTCUSDT_15_15m,137,70,67,51.09489051094891,25.47944553232915,25.479445532329155,1.4361674700229097,-1.1201832443175295,1.3394893056604316,6.165652323355204,5.902308592441133,2.001716830532844,0.0,4.3168609592795155,2781,648,1728,0.0,4.734613130760698,-5.150074549171542,0,0,4.734613130760698,-5.150074549171542,0.4790627737226277,0.8315948026006194,0.44924297886154646,5.094538616128553,0.0,0.0,4.132481722301175,0.18598135425057827,1.2820826211321286,4.566666666666666,0.0,0.0,0.0,1.4057601363491938,0.8525114430438372,1.6489633632717209,0.0,100.0,21.0016835016835,100.0,2,8,60,103,5,53
