symbol,model_name,total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_pnl_pct,avg_win,avg_loss,profit_factor,max_drawdown,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,total_signals,long_signals,short_signals,avg_trade_duration_hours,best_trade_pnl,worst_trade_pnl,consecutive_wins,consecutive_losses,largest_win,largest_loss,avg_confidence,avg_mfe,avg_mae,mfe_mae_ratio,var_95,cvar_95,recovery_factor,expectancy_usd,risk_reward_ratio,trade_frequency_per_day,profitable_days_pct,ulcer_index,kelly_criterion,avg_tp_distance_pct,avg_sl_distance_pct,avg_rr_ratio,signal_quality_score,signals_with_tp_sl_pct,signals_with_correct_sl_pct,avg_position_size_usd,wait_candles,window_candles,skipped_wait,skipped_criteria,allowed,expired
BTCUSDT,rf_BTCUSDT_15_15m,137,70,67,51.09489051094891,25.571953886283637,25.571953886283637,1.4374890179365452,-1.1201832443175295,1.3407218912287457,6.165652323355204,5.902308592441133,2.0085368546408775,0.0,4.332534208569285,2781,648,1728,0.0,4.734613130760698,-5.150074549171542,0,0,4.734613130760698,-5.150074549171542,0.4781788321167883,0.8288009969842497,0.44825171981979045,5.091256543812147,0.0,0.0,4.147485544946845,0.18665659771010001,1.2832623816046578,4.566666666666666,0.0,0.0,0.0,1.406477922162713,0.8529421145319488,1.6489723021057725,0.0,100.0,21.0016835016835,100.0,3,8,81,84,5,53
